OPE ID,Institution Name,City,State ,Zip Code,Institution Type,Institution Fiscal Year,Composite Score for Institution Fiscal Year Ending 7/01/2014 and 6/30/2015,,,,
04158100,Aiken School of Cosmetology and Barbering,Aiken,SC,29801-4554,Proprietary,12/31/2014,2.7,,,,
04166900,Cosmetic Arts Institute,Walterboro,SC,29488-4216,Proprietary,12/31/2014,1.6,,,,
04172600,Salon 496 Barber Academy,Greenville,SC,29607-2548,Proprietary,12/31/2014,2.6,,,,
04192600,Palmetto Beauty School,Spartanburg,SC,29307-1424,Proprietary,12/31/2014,3.0,,,,
04222000,Arclabs,Piedmont,SC,29673-6729,Proprietary,12/31/2014,2.1,,,,
04228600,Top of the Line Barber College,Charleston,SC,29407-2228,Proprietary,12/31/2014,2.3,,,,
04239000,B-Unique Beauty and Barber Academy,Greenville,SC,29607-2314,Proprietary,12/31/2014,3.0,,,,
04243500,Barber Tech Academy,Orangeburg,SC,29115-6069,Proprietary,12/31/2014,2.8,,,,
04244100,Construction Training Center,Blair,SC,29015-9083,Proprietary,12/31/2014,2.5,,,,
04255600,International Diving Institute,North Charleston,SC,29405-2206,Proprietary,12/31/2014,1.6,,,,
00345800,Augustana University,Sioux Falls,SD,57197-0001,Non Profit,07/31/2014,2.5,,,,
00346100,Dakota Wesleyan University,Mitchell,SD,57301-4398,Non Profit,05/31/2015,3.0,,,,
00346500,Mount Marty College,Yankton,SD,57078-3724,Non Profit,06/30/2015,2.2,,,,
00346700,Presentation College,Aberdeen,SD,57401-1299,Non Profit,05/31/2015,2.7,,,,
00346900,University of Sioux Falls,Sioux Falls,SD,57105-1699,Non Profit,06/30/2015,2.2,,,,
00405600,North American Baptist Seminary,Sioux Falls,SD,57105-2729,Non Profit,06/30/2015,0.8,,,,
00492900,Avera McKennan Hospital,Sioux Falls,SD,57117-5045,Non Profit,06/30/2015,2.9,,,,
00598700,Avera Sacred Heart Hospital School of Radiologic Technology,Yankton,SD,57078-3899,Non Profit,06/30/2015,3.0,,,,
01013800,Stewart School,Sioux Falls,SD,57104-0000,Proprietary,12/31/2014,3.0,,,,
01147700,Sanford Medical Center,Sioux Falls,SD,57117-5039,Non Profit,06/30/2015,3.0,,,,
02137100,Black Hills Beauty College,Rapid City,SD,57701-2718,Proprietary,12/31/2014,2.8,,,,
02144600,Kilian Community College,Sioux Falls,SD,57103-7020,Non Profit,08/31/2014,1.8,,,,
02297800,Headlines Academy,Rapid City,SD,57701-2733,Proprietary,12/31/2014,2.8,,,,
00405700,National American University,Rapid City,SD,57701-3692,Proprietary,05/31/2015,3.0,,,,
00347700,Aquinas College,Nashville,TN,37205-2086,Non Profit,06/30/2015,2.3,,,,
00347900,Belmont University,Nashville,TN,37212-3757,Non Profit,05/31/2015,3.0,,,,
00348000,Bethel University,McKenzie,TN,38201-1705,Non Profit,07/31/2014,1.4,,,,
00348100,Carson - Newman University,Jefferson City,TN,37760-2204,Non Profit,07/31/2014,1.4,,,,
00348200,Christian Brothers University,Memphis,TN,38104-5581,Non Profit,05/31/2015,2.7,,,,
00348500,Cumberland University,Lebanon,TN,37087-3554,Non Profit,05/31/2015,2.4,,,,
00348600,Lipscomb University,Nashville,TN,37204-3951,Non Profit,05/31/2015,2.7,,,,
00349000,Fisk University,Nashville,TN,37208-3045,Non Profit,06/30/2015,3.0,,,,
00349200,Freed-Hardeman University,Henderson,TN,38340-2399,Non Profit,05/31/2015,2.9,,,,
00349400,Hiwassee College,Madisonville,TN,37354-4001,Non Profit,06/30/2015,1.4,,,,
00349500,Johnson University,Knoxville,TN,37998-9775,Non Profit,06/30/2015,2.5,,,,
00349600,King University,Bristol,TN,37620-2699,Non Profit,05/31/2015,2.2,,,,
00349900,Lane College,Jackson,TN,38301-4598,Non Profit,06/30/2015,2.9,,,,
00350100,LeMoyne-Owen College,Memphis,TN,38126-6510,Non Profit,06/30/2015,2.8,,,,
00350200,Lincoln Memorial University,Harrogate,TN,37752-7920,Non Profit,06/30/2015,2.9,,,,
00350400,Martin Methodist College,Pulaski,TN,38478-2799,Non Profit,06/30/2015,2.5,,,,
00350500,Maryville College,Maryville,TN,37804-5907,Non Profit,05/31/2015,3.0,,,,
00350600,Meharry Medical College,Nashville,TN,37208-3599,Non Profit,06/30/2015,2.7,,,,
00350700,Memphis College of Art,Memphis,TN,38104-2764,Non Profit,06/30/2015,3.0,,,,
00351100,Milligan College,Milligan College,TN,37682-4001,Non Profit,05/31/2015,2.5,,,,
00351700,Southern College of Optometry,Memphis,TN,38104-2222,Non Profit,06/30/2015,2.3,,,,
00351800,Southern Adventist University,Collegedale,TN,37315-0370,Non Profit,05/31/2015,3.0,,,,
00351900,Rhodes College,Memphis,TN,38112-1690,Non Profit,06/30/2015,3.0,,,,
00352400,Tennessee Temple University,Chattanooga,TN,37404-3587,Non Profit,06/30/2015,1.8,,,,
00352500,Tennessee Wesleyan University,Athens,TN,37371-0040,Non Profit,06/30/2015,1.8,,,,
00352600,Trevecca Nazarene University,Nashville,TN,37210-2877,Non Profit,06/30/2015,2.9,,,,
00352700,Tusculum College,Greeneville,TN,37743-0001,Non Profit,06/30/2015,2.6,,,,
00352800,Union University,Jackson,TN,38305-3697,Non Profit,07/31/2014,2.6,,,,
00353400,University of the South (The),Sewanee,TN,37383-1000,Non Profit,06/30/2015,2.2,,,,
00353500,Vanderbilt University,Nashville,TN,37240-0001,Non Profit,06/30/2015,2.9,,,,
00353600,Bryan College,Dayton,TN,37321-7000,Non Profit,06/30/2015,1.9,,,,
00493800,South College,Knoxville,TN,37909-3323,Proprietary,09/30/2014,2.0,,,,
00494700,West Tennessee Business College,Jackson,TN,38301-3256,Proprietary,12/31/2014,2.9,,,,
00743900,Fountainhead College of Technology,Knoxville,TN,37918-2583,Proprietary,12/31/2014,-0.4,,,,
00778300,Middle Tennessee School of Anesthesia,Madison,TN,37115-0417,Non Profit,06/30/2015,3.0,,,,
00885900,John A. Gupton College,Nashville,TN,37203-2934,Non Profit,12/31/2014,3.0,,,,
00956700,Tennessee School of Beauty,Knoxville,TN,37921-3303,Proprietary,12/31/2014,2.8,,,,
01046000,American Baptist Theological Seminary,Nashville,TN,37207-4994,Non Profit,06/30/2015,2.8,,,,
01052900,Memphis Theological Seminary,Memphis,TN,38104-4395,Non Profit,07/31/2014,2.6,,,,
01155300,William R  Moore College of Technology,Memphis,TN,38104-7240,Non Profit,08/31/2014,3.0,,,,
01254700,Emmanuel School of Religion,Johnson City,TN,37601-9438,Non Profit,05/31/2015,1.1,,,,
02106400,O'More College of Design,Franklin,TN,37064-2816,Non Profit,06/30/2015,0.5,,,,
02125300,Nashville College of Medical Careers,Madison,TN,37115-2120,Proprietary,12/31/2014,2.9,,,,
02153100,Paul Mitchell the School - Murfreesboro,Murfreesboro,TN,37129-3382,Proprietary,12/31/2014,1.7,,,,
02188300,Pentecostal Theological Seminary,Cleveland,TN,37320-3330,Non Profit,06/30/2015,1.1,,,,
02204200,"Chattanooga College - Medical, Dental and Technical Careers",Chattanooga,TN,37415-6906,Proprietary,12/31/2014,-0.1,,,,
02255000,Knoxville Institute of Hair Design,Knoxville,TN,37917-6312,Proprietary,12/31/2014,2.6,,,,
02257400,Arnold's Beauty School,Milan,TN,38358-2713,Proprietary,12/31/2014,2.5,,,,
02275000,Jenny Lea Academy of Cosmetology,Johnson City,TN,37601-4626,Proprietary,12/31/2014,2.8,,,,
02275500,Paul Mitchell the School Knoxville,Knoxville,TN,37919-2117,Proprietary,12/31/2014,2.1,,,,
02278700,Mister Wayne's School of Unisex Hair Design,Cookeville,TN,38501-3139,Proprietary,12/31/2014,3.0,,,,
02293900,Volunteer Beauty Academy North,Madison,TN,37115-2112,Proprietary,12/31/2014,3.0,,,,
02539800,Queen City College,Clarksville,TN,37042-3545,Proprietary,06/30/2015,3.0,,,,
02540000,Tennessee Academy of Cosmetology,Memphis,TN,38133-8940,Proprietary,12/31/2014,3.0,,,,
02578200,Nossi College of Art,Nashville,TN,37115-5138,Proprietary,06/30/2015,2.8,,,,
02595000,Fayetteville College of Cosmetology Arts & Sciences,Fayetteville,TN,37334-2909,Proprietary,12/31/2014,1.8,,,,
03001800,Welch College,Nashville,TN,37205-2498,Non Profit,05/31/2015,2.9,,,,
03008800,Franklin Academy,Cleveland,TN,37312-3939,Non Profit,12/31/2014,2.2,,,,
03079100,North Central Institute,Clarksville,TN,37042-3116,Proprietary,12/31/2014,2.4,,,,
03088800,"Watkins College of Art, Design & Film",Nashville,TN,37228-1306,Non Profit,06/30/2015,2.6,,,,
03126900,Styles & Profiles Beauty College,Selmer,TN,38375-2109,Proprietary,12/31/2014,2.0,,,,
03253300,Paul Mitchell The School Memphis,Bartlett,TN,38133-4067,Proprietary,12/31/2014,1.8,,,,
03355400,Richmont Graduate University,Chattanooga,TN,37404-3026,Non Profit,06/30/2015,3.0,,,,
03647300,New Concepts School of Cosmetology,Cleveland,TN,37311-7373,Proprietary,12/31/2014,0.7,,,,
03683300,International Barber & Style College,Nashville,TN,37209-2205,Proprietary,12/31/2014,3.0,,,,
03701300,Memphis Institute of Barbering,Memphis,TN,38107-4334,Proprietary,12/31/2014,1.6,,,,
03774400,Shear Academy,Crossville,TN,38555-4177,Proprietary,12/31/2014,1.7,,,,
03840300,Oxford Graduate School,Dayton,TN,37321-6736,Non Profit,06/30/2015,3.0,,,,
03841300,Career Beauty College,Lawrenceburg,TN,38464-3634,Proprietary,12/31/2014,3.0,,,,
03920300,Institute of Hair Design,Adamsville,TN,38310-1801,Proprietary,12/31/2014,1.8,,,,
03982300,Visible Music College,Memphis,TN,38103-2710,Non Profit,06/30/2015,2.7,,,,
04035300,Tennessee Career Institute,Columbia,TN,38401-6335,Proprietary,12/31/2014,2.5,,,,
04124100,Elite College of Cosmetology,Lexington,TN,38351-1431,Proprietary,12/31/2014,2.3,,,,
04142000,Austin's Beauty College,Clarksville,TN,37040-3107,Proprietary,12/31/2014,2.4,,,,
04157200,Love Beauty School,Manchester,TN,37355-2950,Proprietary,12/31/2014,2.8,,,,
04165000,Meridian Institute of Surgical Assisting,Nashville,TN,37218-0000,Proprietary,12/31/2014,2.6,,,,
04210200,Mid-South Christian College,Memphis,TN,38118-3151,Non Profit,06/30/2015,3.0,,,,
04213800,Salon Professional Academy (The),Nashville,TN,37214-2163,Proprietary,12/31/2014,3.0,,,,
04215200,Vibe Barber College,Memphis,TN,38107-2538,Proprietary,12/31/2014,2.8,,,,
04236400,Sandra Academy of Salon Services,New Tazewell,TN,37825-7239,Proprietary,10/31/2014,2.9,,,,
00493400,Daymar Institute,Nashville,TN,37217-1056,Proprietary,12/31/2014,1.5,,,,
00353700,Abilene Christian University,Abilene,TX,79699-3701,Non Profit,05/31/2015,3.0,,,,
00354300,Austin College,Sherman,TX,75090-4440,Non Profit,06/30/2015,2.7,,,,
00354400,Austin Presbyterian Theological Seminary,Austin,TX,78705-5711,Non Profit,06/30/2015,2.5,,,,
00354500,Baylor University,Waco,TX,76798-7048,Non Profit,05/31/2015,3.0,,,,
00355600,Commonwealth Institute of Funeral Service,Houston,TX,77090-5918,Non Profit,12/31/2014,3.0,,,,
00355700,Concordia University Texas,Austin,TX,78726-4141,Non Profit,06/30/2015,3.0,,,,
00356000,Dallas Baptist University,Dallas,TX,75211-9299,Non Profit,05/31/2015,3.0,,,,
00356200,Dallas Theological Seminary,Dallas,TX,75204-6411,Non Profit,06/30/2015,2.5,,,,
00356400,East Texas Baptist University,Marshall,TX,75670-1423,Non Profit,05/31/2015,2.5,,,,
00356600,Episcopal Theological Seminary of the Southwest (The),Austin,TX,78705-3128,Non Profit,05/31/2015,3.0,,,,
00357100,Hardin-Simmons University,Abilene,TX,79698-6050,Non Profit,05/31/2015,2.6,,,,
00357500,Howard Payne University,Brownwood,TX,76801-2715,Non Profit,05/31/2015,2.5,,,,
00357600,Houston Baptist University,Houston,TX,77074-3298,Non Profit,05/31/2015,3.0,,,,
00357700,Huston - Tillotson University,Austin,TX,78702-2795,Non Profit,06/30/2015,2.5,,,,
00357800,University of the Incarnate Word,San Antonio,TX,78209-6398,Non Profit,05/31/2015,3.0,,,,
00357900,Jacksonville College-Main Campus,Jacksonville,TX,75766-4759,Non Profit,06/30/2015,1.5,,,,
00358400,LeTourneau University,Longview,TX,75602-3564,Non Profit,06/30/2015,2.4,,,,
00358600,Lubbock Christian University,Lubbock,TX,79407-2099,Non Profit,06/30/2015,3.0,,,,
00358800,University of Mary Hardin-Baylor,Belton,TX,76513-2599,Non Profit,05/31/2015,3.0,,,,
00359100,McMurry University,Abilene,TX,79697-0001,Non Profit,05/31/2015,3.0,,,,
00359500,Oblate School of Theology,San Antonio,TX,78216-6693,Non Profit,06/30/2015,2.2,,,,
00359800,Our Lady of The Lake University,San Antonio,TX,78207-4689,Non Profit,05/31/2015,2.5,,,,
00360200,Paul Quinn College,Dallas,TX,75241-4398,Non Profit,06/30/2015,2.6,,,,
00360400,Rice University,Houston,TX,77005-1892,Non Profit,06/30/2015,2.5,,,,
00361000,Schreiner University,Kerrville,TX,78028-5697,Non Profit,05/31/2015,3.0,,,,
00361300,Southern Methodist University,Dallas,TX,75275-0100,Non Profit,05/31/2015,3.0,,,,
00361600,Southwestern Assemblies of God University,Waxahachie,TX,75165-2397,Non Profit,05/31/2015,2.8,,,,
00361800,Southwestern Christian College,Terrell,TX,75160-3400,Non Profit,06/30/2015,2.2,,,,
00361900,Southwestern Adventist University,Keene,TX,76059-1922,Non Profit,06/30/2015,3.0,,,,
00362000,Southwestern University,Georgetown,TX,78626-6111,Non Profit,06/30/2015,3.0,,,,
00362100,St. Edward's University,Austin,TX,78704-0000,Non Profit,06/30/2015,2.7,,,,
00362300,St Mary's University San Antonio,San Antonio,TX,78228-8500,Non Profit,05/31/2015,2.6,,,,
00363500,Texas Chiropractic College,Pasadena,TX,77505-1699,Non Profit,08/31/2014,2.3,,,,
00363600,Texas Christian University,Fort Worth,TX,76129-0001,Non Profit,05/31/2015,3.0,,,,
00363700,Jarvis Christian College,Hawkins,TX,75765-1470,Non Profit,06/30/2015,2.7,,,,
00363800,Texas College,Tyler,TX,75702-4500,Non Profit,06/30/2015,3.0,,,,
00364100,Texas Lutheran University,Seguin,TX,78155-5999,Non Profit,05/31/2015,3.0,,,,
00364500,Texas Wesleyan University,Fort Worth,TX,76105-1536,Non Profit,05/31/2015,3.0,,,,
00364700,Trinity University,San Antonio,TX,78212-7200,Non Profit,05/31/2015,3.0,,,,
00365100,University of Dallas,Irving,TX,75062-4799,Non Profit,05/31/2015,3.0,,,,
00365400,University of Saint Thomas,Houston,TX,77006-4626,Non Profit,06/30/2015,2.6,,,,
00366300,Wayland Baptist University - Plainview Campus,Plainview,TX,79072-6998,Non Profit,06/30/2015,3.0,,,,
00366900,Wiley College,Marshall,TX,75670-5199,Non Profit,06/30/2015,2.1,,,,
00494900,Baylor College of Medicine,Houston,TX,77030-3498,Non Profit,06/30/2015,3.0,,,,
00497700,South Texas College of Law,Houston,TX,77002-7006,Non Profit,08/31/2014,3.0,,,,
00660600,Baptist Health System School of Health Professions,San Antonio,TX,78229-3234,Proprietary,12/31/2014,2.4,,,,
00661200,Covenant School of Nursing and Allied Health,Lubbock,TX,79407-0120,Non Profit,06/30/2015,2.7,,,,
00694100,Dallas Christian College,Dallas,TX,75234-7229,Non Profit,06/30/2015,2.7,,,,
00849800,Mims Classic Beauty College,San Antonio,TX,78216-7005,Proprietary,12/31/2014,2.6,,,,
00908200,International Business College,El Paso,TX,79907-1862,Proprietary,06/30/2015,1.6,,,,
01013000,Wade College,Dallas,TX,75207-3199,Proprietary,12/31/2014,3.0,,,,
01050900,Hallmark University,San Antonio,TX,78230-1736,Non Profit,12/31/2014,1.2,,,,
01076100,Dallas Institute of Funeral Service,Dallas,TX,75227-4314,Non Profit,12/31/2014,3.0,,,,
01202000,Victoria Beauty College,Victoria,TX,77901-6233,Proprietary,12/31/2014,1.5,,,,
01226800,Baldwin Beauty Schools,Austin,TX,78704-4785,Proprietary,12/31/2014,2.6,,,,
01229700,Laredo Beauty College,Laredo,TX,78040-1051,Proprietary,01/31/2015,2.3,,,,
01248300,Paul Mitchell the School Dallas,Carrollton,TX,75006-2567,Proprietary,12/31/2014,2.8,,,,
01248800,International Beauty College #3,Garland,TX,75040-3294,Proprietary,06/30/2015,3.0,,,,
01276400,Metroplex Beauty School,Mesquite,TX,75149-3504,Proprietary,10/31/2014,1.6,,,,
01293000,Charles & Sue's School of Hair Design,Bryan,TX,77802-2798,Proprietary,06/30/2015,2.2,,,,
01293200,Tint School of Makeup & Cosmetology,Irving,TX,75061-4235,Proprietary,12/31/2014,2.5,,,,
01300300,Neilson Beauty College,Dallas,TX,75208-4637,Proprietary,06/30/2015,1.6,,,,
01301600,Ogle School Hair Skin Nails,Arlington,TX,76013-7400,Proprietary,12/31/2014,1.1,,,,
02058600,Conlee's College of Cosmetology,Kerrville,TX,78028-4288,Proprietary,12/31/2014,2.2,,,,
02081400,Arlington Baptist College,Arlington,TX,76012-3425,Non Profit,05/31/2015,1.6,,,,
02098300,Western Technical College,El Paso,TX,79927-2105,Proprietary,12/31/2014,2.8,,,,
02176100,Pipo Academy of Hair Design,El Paso,TX,79903-4331,Proprietary,12/31/2014,1.3,,,,
02218300,Southwest School of Business & Technical Careers,San Antonio,TX,78221-1038,Proprietary,12/31/2014,2.3,,,,
02224600,Tri-State Cosmetology Institute,El Paso,TX,77935-4904,Proprietary,04/30/2015,2.9,,,,
02239100,Central Texas Beauty College 2,Round Rock,TX,78664-4204,Proprietary,12/31/2014,0.2,,,,
02254800,Texas Vocational School,Victoria,TX,77901-5625,Proprietary,12/31/2014,2.0,,,,
02259400,Amberton University,Garland,TX,75041-5511,Non Profit,05/31/2015,3.0,,,,
02267100,Exposito School of Hair Design,Amarillo,TX,79109-3208,Proprietary,12/31/2014,1.9,,,,
02285900,University of Cosmetology Arts & Sciences,McAllen,TX,78504-0391,Proprietary,12/31/2014,1.6,,,,
02305300,Parker University,Dallas,TX,75229-5609,Non Profit,08/31/2014,3.0,,,,
02306700,Fort Worth Beauty School,Fort Worth,TX,76135-7027,Proprietary,03/31/2015,1.4,,,,
02318200,KD Conservatory College of Film and Dramatic Arts,Dallas,TX,75207-2111,Proprietary,12/31/2014,1.2,,,,
02320200,Houston Graduate School of Theology,Houston,TX,77035-3602,Non Profit,06/30/2015,1.3,,,,
02326000,University of Cosmetology Arts & Sciences,San Antonio,TX,78217-2503,Proprietary,12/31/2014,1.8,,,,
02331200,Baptist Missionary Association Theological Seminary,Jacksonville,TX,75766-5407,Non Profit,05/31/2015,2.2,,,,
02357700,Paul Mitchell the School Houston,Houston,TX,77043-3412,Proprietary,12/31/2014,1.9,,,,
02362800,Austin Graduate School of Theology,Austin,TX,78752-1333,Non Profit,07/31/2014,3.0,,,,
02521200,Arlington Career Institute,Grand Prairie,TX,75050-2636,Proprietary,12/31/2014,3.0,,,,
02521800,Seguin Beauty School-Seguin,Seguin,TX,78155-5704,Proprietary,12/31/2014,3.0,,,,
02527500,Houston Training Schools,Houston,TX,77029-0000,Proprietary,12/31/2014,2.8,,,,
02530700,Sebring Career Schools,Houston,TX,77083-1510,Proprietary,12/31/2014,3.0,,,,
02548800,South Texas Vocational Technical Institute,Weslaco,TX,78596-5036,Proprietary,12/31/2014,2.2,,,,
02568100,Texas Barber College,Houston,TX,77063-3949,Proprietary,06/30/2015,3.0,,,,
02572000,Vista College,El Paso,TX,79925-2021,Proprietary,12/31/2014,1.5,,,,
02572800,Vista College,Dallas,TX,75080-0000,Proprietary,12/31/2014,3.0,,,,
02591100,Career Point College,San Antonio,TX,78201-2027,Proprietary,06/30/2015,2.1,,,,
02600200,Ocean Corporation (The),Houston,TX,77099-3479,Proprietary,12/31/2014,1.5,,,,
02604700,Center for Advanced Legal Studies,Houston,TX,77042-1912,Proprietary,12/31/2014,3.0,,,,
03009400,Nuvani Institute,San Antonio,TX,78212-2840,Proprietary,12/31/2014,2.3,,,,
03019800,PCI Health Training Center,Dallas,TX,75247-4720,Proprietary,05/31/2015,1.8,,,,
03025000,Texas College of Cosmetology,Abilene,TX,79605-2001,Proprietary,12/31/2014,3.0,,,,
03026500,Remington College,Garland,TX,75041-9935,Non Profit,06/30/2015,-0.2,,,,
03032300,School of Automotive Machinists & Technology,Houston,TX,77055-1803,Proprietary,12/31/2014,1.5,,,,
03035300,Southern Careers Institute,Austin,TX,78704-5252,Proprietary,12/31/2014,1.7,,,,
03061800,Star College of Cosmetology,Tyler,TX,75702-8214,Proprietary,12/31/2014,3.0,,,,
03092600,Messenger College,Euless,TX,76040-4246,Non Profit,06/30/2015,0.9,,,,
03110800,Bakke Graduate University,Dallas,TX,75243-7039,Non Profit,06/30/2015,2.4,,,,
03128100,College of Health Care Professions (The),Houston,TX,77092-8541,Proprietary,12/31/2014,1.5,,,,
03144300,National Beauty College,Ennis,TX,75119-4749,Proprietary,12/31/2014,1.5,,,,
03153300,American College of Acupuncture & Oriental Medicine,Houston,TX,77063-4104,Proprietary,08/31/2014,2.2,,,,
03156400,Academy of Oriental Medicine at Austin,Austin,TX,78745-1479,Proprietary,12/31/2014,2.9,,,,
03159300,Arlington Medical Institute,Arlington,TX,76006-2317,Proprietary,08/31/2014,1.8,,,,
03179500,Texas Health and Science University,Austin,TX,78704-6748,Proprietary,12/31/2014,2.3,,,,
03237400,Faris Technical Institute,Nederland,TX,77627-3829,Proprietary,12/31/2014,1.6,,,,
03275300,Cosmetology Career Institute,Greenville,TX,75402-6314,Proprietary,12/31/2014,2.5,,,,
03276300,Academy of Hair Design,Lufkin,TX,75901-4900,Proprietary,12/31/2014,3.0,,,,
03303300,Northwest Educational Center,Houston,TX,77092-7055,Proprietary,12/31/2014,1.7,,,,
03371300,TONI&GUY Hairdressing Academy I TIGI Creative School,Plano,TX,75093-5200,Proprietary,12/31/2014,-0.5,,,,
03400300,Quest College,San Antonio,TX,78229-3539,Proprietary,12/31/2014,1.6,,,,
03412300,Advanced Barber College & Hair Design,Weslaco,TX,78596-0000,Proprietary,12/31/2014,1.8,,,,
03416500,Dallas Nursing Institute,Dallas,TX,75243-5502,Non Profit,05/31/2015,-1.0,,,,
03422400,College of Biblical Studies-Houston,Houston,TX,77036-3211,Non Profit,06/30/2015,1.8,,,,
03426300,College of Health Care Professions (The),Austin,TX,78752-3630,Proprietary,12/31/2014,1.5,,,,
03520300,Lubbock Hair Academy,Lubbock,TX,79410-3524,Proprietary,12/31/2014,1.0,,,,
03610300,MJ's Beauty Academy,Dallas,TX,75237-2564,Proprietary,06/30/2015,2.2,,,,
03612400,Valley Grande Institute for Academic Studies,Weslaco,TX,78596-0000,Non Profit,12/31/2014,2.9,,,,
03680300,Jay's Technical Institute,Houston,TX,77071-3509,Proprietary,12/31/2014,2.0,,,,
03682400,Dallas Barber & Stylist College,Dallas,TX,75243-6017,Proprietary,12/31/2014,1.8,,,,
03714300,Trend Barber College,Houston,TX,77071-2104,Proprietary,12/31/2014,3.0,,,,
03723300,Culinary Institute LeNotre,Houston,TX,77022-4322,Proprietary,10/31/2014,2.4,,,,
03727600,Auguste Escoffier School of Culinary Arts,Austin,TX,78752-0000,Proprietary,12/31/2014,1.1,,,,
03731300,International Renowned Beauty Academy,Fort Worth,TX,76103-2504,Proprietary,12/31/2014,1.5,,,,
03733300,Baptist University of the Americas,San Antonio,TX,78224-1364,Non Profit,06/30/2015,2.5,,,,
03922300,South Texas Barber College,Corpus Christi,TX,78415-3463,Proprietary,12/31/2014,2.0,,,,
03944400,Professional Careers Institute,Houston,TX,77036-2252,Proprietary,12/31/2014,1.5,,,,
03970300,Hands on Therapy,Mesquite,TX,75149-2294,Proprietary,12/31/2014,2.4,,,,
03987300,Texas Health School,Houston,TX,77079-2106,Proprietary,10/31/2014,3.0,,,,
04036300,Southeast Texas Career Institute,Silsbee,TX,77656-8601,Proprietary,12/31/2014,2.4,,,,
04045300,Northwest Beauty School,Houston,TX,77091-1208,Proprietary,12/31/2014,3.0,,,,
04082300,Professional Career Training Institute,Houston,TX,77090-0000,Proprietary,12/31/2014,3.0,,,,
04089400,CCI Training Center,Arlington,TX,76011-4857,Proprietary,12/31/2014,2.5,,,,
04117900,Champion Beauty College,Houston,TX,77068-3569,Proprietary,12/31/2014,-0.8,,,,
04121800,Criswell College,Dallas,TX,75246-1537,Non Profit,06/30/2015,2.2,,,,
04125400,Paul Mitchell The School Austin,Austin,TX,78759-5690,Proprietary,12/31/2014,1.6,,,,
04125500,Manuel and Theresa's School of Hair Design,Bryan,TX,77803-3236,Proprietary,12/31/2014,2.5,,,,
04129800,MediaTech Institute,Dallas,TX,75234-5738,Proprietary,12/31/2014,2.4,,,,
04131700,Southwest University at El Paso,El Paso,TX,79925-6230,Proprietary,12/31/2014,2.2,,,,
04136500,PCCenter,DeSoto,TX,75115-4214,Proprietary,12/31/2014,1.8,,,,
04138500,Houston International College Cardiotech Ultrasound School,Houston,TX,77099-1440,Proprietary,12/31/2014,1.3,,,,
04142300,Aveda Institute-Corpus Christi,Corpus Christi,TX,78404-3027,Proprietary,12/31/2014,1.7,,,,
04146800,South Texas Training Center,San Benito,TX,78586-7721,Proprietary,12/31/2014,2.1,,,,
04152700,Astrodome Career Centers,Houston,TX,77054-2678,Proprietary,12/31/2014,1.5,,,,
04155800,Advanced Beauty College,Irving,TX,75038-5706,Proprietary,12/31/2014,1.8,,,,
04158500,Texas Beauty College,Haltom City,TX,76117-3201,Proprietary,12/31/2014,3.0,,,,
04160700,Avenue Five Institute,Austin,TX,78757-7000,Proprietary,12/31/2014,1.9,,,,
04165800,Salon Professional Academy (The),Lewisville,TX,75067-2348,Proprietary,12/31/2014,1.5,,,,
04168700,Peloton College,Dallas,TX,75206-1815,Proprietary,12/31/2014,2.8,,,,
04168800,ABC Beauty Academy,Garland,TX,75042-8682,Proprietary,12/31/2014,3.0,,,,
04169000,Salon & Spa Institute,Brownsville,TX,78521-8809,Proprietary,12/31/2014,2.2,,,,
04169100,Diamonds Cosmetology College,Sherman,TX,75090-2657,Proprietary,06/30/2015,1.6,,,,
04177900,Buckner Barber School,Dallas,TX,75217-1775,Proprietary,12/31/2014,1.8,,,,
04178200,Vogue College - San Antonio,San Antonio,TX,78201-5035,Proprietary,12/31/2014,2.9,,,,
04178300,Vogue College of Cosmetology,San Antonio,TX,78238-4402,Proprietary,12/31/2014,2.8,,,,
04178400,Vogue College - McAllen,McAllen,TX,78501-1945,Proprietary,12/31/2014,2.5,,,,
04179500,North American University,Stafford,TX,77477-2451,Non Profit,06/30/2015,2.2,,,,
04184800,Vantage College,El Paso,TX,79936-5686,Proprietary,12/31/2014,2.1,,,,
04187800,CyberTex Institute of Technology,Austin,TX,78752-3825,Proprietary,12/31/2014,0.1,,,,
04193000,RGV Careers An Institute for Higher Learning,Pharr,TX,78577-2106,Proprietary,12/31/2014,1.0,,,,
04205200,Wade Gordon Hairdressing Academy,Amarillo,TX,79121-0548,Proprietary,12/31/2014,2.7,,,,
04213300,Southern Texas Careers Academy,McAllen,TX,78504-2569,Proprietary,12/31/2014,1.3,,,,
04215000,Total Transformation Institute of Cosmetology,San Marcos,TX,78666-8115,Proprietary,12/31/2014,1.6,,,,
04215400,Grace School of Theology,The Woodlands,TX,77384-4894,Non Profit,06/30/2015,2.8,,,,
04219700,Gemini School of Visual Arts & Communication,Cedar Park,TX,78613-2642,Proprietary,12/31/2014,1.8,,,,
04222600,Healthcare Institute (The),San Antonio,TX,78201-5035,Proprietary,12/31/2014,1.8,,,,
04224100,Cosmetology Academy of Texarkana,Texarkana,TX,75503-4855,Proprietary,12/31/2014,3.0,,,,
04226400,MT Training Center,Grand Prairie,TX,75051-3542,Proprietary,12/31/2014,2.4,,,,
